Provider_ID,Measure,Rate,Footnote,Start_Quarter,End_Quarter
090004,Foreign Object Retained After Surgery,0.000,,3Q2021,2Q2023
090004,Air Embolism,0.000,,3Q2021,2Q2023
090004,Blood Incompatibility,0.103,,3Q2021,2Q2023
090004,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.411,,3Q2021,2Q2023
090005,Foreign Object Retained After Surgery,0.000,,3Q2021,2Q2023
090005,Air Embolism,0.000,,3Q2021,2Q2023
090005,Blood Incompatibility,0.000,,3Q2021,2Q2023
090005,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.775,,3Q2021,2Q2023
090008,Foreign Object Retained After Surgery,0.000,,3Q2021,2Q2023
090008,Air Embolism,0.000,,3Q2021,2Q2023
090008,Blood Incompatibility,0.000,,3Q2021,2Q2023
090008,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.563,,3Q2021,2Q2023
090011,Foreign Object Retained After Surgery,0.056,,3Q2021,2Q2023
090011,Air Embolism,0.000,,3Q2021,2Q2023
090011,Blood Incompatibility,0.000,,3Q2021,2Q2023
090011,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.449,,3Q2021,2Q2023
100001,Foreign Object Retained After Surgery,0.000,,3Q2021,2Q2023
100001,Air Embolism,0.000,,3Q2021,2Q2023
100001,Blood Incompatibility,0.000,,3Q2021,2Q2023
100001,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.279,,3Q2021,2Q2023
100002,Foreign Object Retained After Surgery,0.000,,3Q2021,2Q2023
100002,Air Embolism,0.000,,3Q2021,2Q2023
100002,Blood Incompatibility,0.000,,3Q2021,2Q2023
100002,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.226,,3Q2021,2Q2023
100006,Foreign Object Retained After Surgery,0.000,,3Q2021,2Q2023
100006,Air Embolism,0.000,,3Q2021,2Q2023
100006,Blood Incompatibility,0.000,,3Q2021,2Q2023
100006,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.479,,3Q2021,2Q2023
100007,Foreign Object Retained After Surgery,0.000,,3Q2021,2Q2023
100007,Air Embolism,0.000,,3Q2021,2Q2023
100007,Blood Incompatibility,0.000,,3Q2021,2Q2023
100007,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.483,,3Q2021,2Q2023
100008,Foreign Object Retained After Surgery,0.000,,3Q2021,2Q2023
100008,Air Embolism,0.000,,3Q2021,2Q2023
100008,Blood Incompatibility,0.000,,3Q2021,2Q2023
100008,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.618,,3Q2021,2Q2023
100012,Foreign Object Retained After Surgery,0.000,,3Q2021,2Q2023
100012,Air Embolism,0.000,,3Q2021,2Q2023
100012,Blood Incompatibility,0.000,,3Q2021,2Q2023
100012,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.187,,3Q2021,2Q2023
100014,Foreign Object Retained After Surgery,0.000,,3Q2021,2Q2023
100014,Air Embolism,0.000,,3Q2021,2Q2023
100014,Blood Incompatibility,0.000,,3Q2021,2Q2023
100014,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.295,,3Q2021,2Q2023
100017,Foreign Object Retained After Surgery,0.000,,3Q2021,2Q2023
100017,Air Embolism,0.000,,3Q2021,2Q2023
100017,Blood Incompatibility,0.000,,3Q2021,2Q2023
100017,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.999,,3Q2021,2Q2023
100018,Foreign Object Retained After Surgery,0.000,,3Q2021,2Q2023
100018,Air Embolism,0.000,,3Q2021,2Q2023
100018,Blood Incompatibility,0.000,,3Q2021,2Q2023
100018,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.544,,3Q2021,2Q2023
100019,Foreign Object Retained After Surgery,0.000,,3Q2021,2Q2023
100019,Air Embolism,0.000,,3Q2021,2Q2023
100019,Blood Incompatibility,0.000,,3Q2021,2Q2023
100019,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.138,,3Q2021,2Q2023
100022,Foreign Object Retained After Surgery,0.000,,3Q2021,2Q2023
100022,Air Embolism,0.000,,3Q2021,2Q2023
100022,Blood Incompatibility,0.000,,3Q2021,2Q2023
100022,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.095,,3Q2021,2Q2023
100023,Foreign Object Retained After Surgery,0.141,,3Q2021,2Q2023
100023,Air Embolism,0.000,,3Q2021,2Q2023
100023,Blood Incompatibility,0.000,,3Q2021,2Q2023
100023,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.422,,3Q2021,2Q2023
100025,Foreign Object Retained After Surgery,0.000,,3Q2021,2Q2023
100025,Air Embolism,0.000,,3Q2021,2Q2023
100025,Blood Incompatibility,0.000,,3Q2021,2Q2023
100025,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.552,,3Q2021,2Q2023
100026,Foreign Object Retained After Surgery,0.000,,3Q2021,2Q2023
100026,Air Embolism,0.000,,3Q2021,2Q2023
100026,Blood Incompatibility,0.000,,3Q2021,2Q2023
100026,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.942,,3Q2021,2Q2023
100028,Foreign Object Retained After Surgery,0.000,,3Q2021,2Q2023
100028,Air Embolism,0.000,,3Q2021,2Q2023
100028,Blood Incompatibility,0.000,,3Q2021,2Q2023
100028,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.357,,3Q2021,2Q2023
100029,Foreign Object Retained After Surgery,0.000,,3Q2021,2Q2023
100029,Air Embolism,0.000,,3Q2021,2Q2023
100029,Blood Incompatibility,0.000,,3Q2021,2Q2023
100029,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.000,,3Q2021,2Q2023
100030,Foreign Object Retained After Surgery,0.000,,3Q2021,2Q2023
100030,Air Embolism,0.000,,3Q2021,2Q2023
100030,Blood Incompatibility,0.000,,3Q2021,2Q2023
100030,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.000,,3Q2021,2Q2023
100032,Foreign Object Retained After Surgery,0.000,,3Q2021,2Q2023
100032,Air Embolism,0.000,,3Q2021,2Q2023
100032,Blood Incompatibility,0.000,,3Q2021,2Q2023
100032,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.000,,3Q2021,2Q2023
100034,Foreign Object Retained After Surgery,0.000,,3Q2021,2Q2023
100034,Air Embolism,0.000,,3Q2021,2Q2023
100034,Blood Incompatibility,0.000,,3Q2021,2Q2023
100034,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.223,,3Q2021,2Q2023
100035,Foreign Object Retained After Surgery,0.000,,3Q2021,2Q2023
100035,Air Embolism,0.000,,3Q2021,2Q2023
100035,Blood Incompatibility,0.000,,3Q2021,2Q2023
100035,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",1.138,,3Q2021,2Q2023
100038,Foreign Object Retained After Surgery,0.000,,3Q2021,2Q2023
100038,Air Embolism,0.000,,3Q2021,2Q2023
100038,Blood Incompatibility,0.000,,3Q2021,2Q2023
100038,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.377,,3Q2021,2Q2023
100039,Foreign Object Retained After Surgery,0.000,,3Q2021,2Q2023
100039,Air Embolism,0.000,,3Q2021,2Q2023
100039,Blood Incompatibility,0.000,,3Q2021,2Q2023
100039,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.409,,3Q2021,2Q2023
100040,Foreign Object Retained After Surgery,0.000,,3Q2021,2Q2023
100040,Air Embolism,0.000,,3Q2021,2Q2023
100040,Blood Incompatibility,0.000,,3Q2021,2Q2023
100040,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.107,,3Q2021,2Q2023
100043,Foreign Object Retained After Surgery,0.000,,3Q2021,2Q2023
100043,Air Embolism,0.000,,3Q2021,2Q2023
100043,Blood Incompatibility,0.000,,3Q2021,2Q2023
100043,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.346,,3Q2021,2Q2023
100044,Foreign Object Retained After Surgery,0.000,,3Q2021,2Q2023
100044,Air Embolism,0.000,,3Q2021,2Q2023
100044,Blood Incompatibility,0.000,,3Q2021,2Q2023
100044,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.405,,3Q2021,2Q2023
100045,Foreign Object Retained After Surgery,0.000,,3Q2021,2Q2023
100045,Air Embolism,0.000,,3Q2021,2Q2023
100045,Blood Incompatibility,0.000,,3Q2021,2Q2023
100045,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.000,,3Q2021,2Q2023
100046,Foreign Object Retained After Surgery,0.000,,3Q2021,2Q2023
100046,Air Embolism,0.000,,3Q2021,2Q2023
100046,Blood Incompatibility,0.000,,3Q2021,2Q2023
100046,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.457,,3Q2021,2Q2023
100047,Foreign Object Retained After Surgery,0.000,,3Q2021,2Q2023
100047,Air Embolism,0.000,,3Q2021,2Q2023
100047,Blood Incompatibility,0.000,,3Q2021,2Q2023
100047,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.000,,3Q2021,2Q2023
100049,Foreign Object Retained After Surgery,0.000,,3Q2021,2Q2023
100049,Air Embolism,0.000,,3Q2021,2Q2023
100049,Blood Incompatibility,0.000,,3Q2021,2Q2023
100049,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.000,,3Q2021,2Q2023
100050,Foreign Object Retained After Surgery,0.000,,3Q2021,2Q2023
100050,Air Embolism,0.000,,3Q2021,2Q2023
100050,Blood Incompatibility,0.000,,3Q2021,2Q2023
100050,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.649,,3Q2021,2Q2023
100051,Foreign Object Retained After Surgery,0.000,,3Q2021,2Q2023
100051,Air Embolism,0.000,,3Q2021,2Q2023
100051,Blood Incompatibility,0.000,,3Q2021,2Q2023
100051,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.754,,3Q2021,2Q2023
100052,Foreign Object Retained After Surgery,0.000,,3Q2021,2Q2023
100052,Air Embolism,0.000,,3Q2021,2Q2023
100052,Blood Incompatibility,0.000,,3Q2021,2Q2023
100052,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.139,,3Q2021,2Q2023
100053,Foreign Object Retained After Surgery,0.000,,3Q2021,2Q2023
100053,Air Embolism,0.000,,3Q2021,2Q2023
100053,Blood Incompatibility,0.000,,3Q2021,2Q2023
100053,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.000,,3Q2021,2Q2023
100054,Foreign Object Retained After Surgery,0.000,,3Q2021,2Q2023
100054,Air Embolism,0.000,,3Q2021,2Q2023
100054,Blood Incompatibility,0.000,,3Q2021,2Q2023
100054,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.000,,3Q2021,2Q2023
100055,Foreign Object Retained After Surgery,0.000,,3Q2021,2Q2023
100055,Air Embolism,0.000,,3Q2021,2Q2023
100055,Blood Incompatibility,0.000,,3Q2021,2Q2023
100055,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.000,,3Q2021,2Q2023
100057,Foreign Object Retained After Surgery,0.000,,3Q2021,2Q2023
100057,Air Embolism,0.000,,3Q2021,2Q2023
100057,Blood Incompatibility,0.000,,3Q2021,2Q2023
100057,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.798,,3Q2021,2Q2023
100062,Foreign Object Retained After Surgery,0.000,,3Q2021,2Q2023
100062,Air Embolism,0.000,,3Q2021,2Q2023
100062,Blood Incompatibility,0.000,,3Q2021,2Q2023
100062,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.000,,3Q2021,2Q2023
100063,Foreign Object Retained After Surgery,0.000,,3Q2021,2Q2023
100063,Air Embolism,0.000,,3Q2021,2Q2023
100063,Blood Incompatibility,0.000,,3Q2021,2Q2023
100063,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.255,,3Q2021,2Q2023
100067,Foreign Object Retained After Surgery,0.000,,3Q2021,2Q2023
100067,Air Embolism,0.000,,3Q2021,2Q2023
100067,Blood Incompatibility,0.000,,3Q2021,2Q2023
100067,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.217,,3Q2021,2Q2023
100068,Foreign Object Retained After Surgery,0.093,,3Q2021,2Q2023
100068,Air Embolism,0.000,,3Q2021,2Q2023
100068,Blood Incompatibility,0.000,,3Q2021,2Q2023
100068,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",1.117,,3Q2021,2Q2023
100069,Foreign Object Retained After Surgery,0.000,,3Q2021,2Q2023
100069,Air Embolism,0.000,,3Q2021,2Q2023
100069,Blood Incompatibility,0.000,,3Q2021,2Q2023
100069,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.000,,3Q2021,2Q2023
100071,Foreign Object Retained After Surgery,0.000,,3Q2021,2Q2023
100071,Air Embolism,0.000,,3Q2021,2Q2023
100071,Blood Incompatibility,0.000,,3Q2021,2Q2023
100071,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",1.236,,3Q2021,2Q2023
100072,Foreign Object Retained After Surgery,0.000,,3Q2021,2Q2023
100072,Air Embolism,0.000,,3Q2021,2Q2023
100072,Blood Incompatibility,0.000,,3Q2021,2Q2023
100072,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.204,,3Q2021,2Q2023
100073,Foreign Object Retained After Surgery,0.000,,3Q2021,2Q2023
100073,Air Embolism,0.000,,3Q2021,2Q2023
100073,Blood Incompatibility,0.000,,3Q2021,2Q2023
100073,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.610,,3Q2021,2Q2023
100075,Foreign Object Retained After Surgery,0.000,,3Q2021,2Q2023
100075,Air Embolism,0.000,,3Q2021,2Q2023
100075,Blood Incompatibility,0.000,,3Q2021,2Q2023
100075,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.270,,3Q2021,2Q2023
100077,Foreign Object Retained After Surgery,0.000,,3Q2021,2Q2023
100077,Air Embolism,0.000,,3Q2021,2Q2023
100077,Blood Incompatibility,0.000,,3Q2021,2Q2023
100077,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.372,,3Q2021,2Q2023
100080,Foreign Object Retained After Surgery,0.000,,3Q2021,2Q2023
100080,Air Embolism,0.000,,3Q2021,2Q2023
100080,Blood Incompatibility,0.000,,3Q2021,2Q2023
100080,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.765,,3Q2021,2Q2023
100084,Foreign Object Retained After Surgery,0.000,,3Q2021,2Q2023
100084,Air Embolism,0.000,,3Q2021,2Q2023
100084,Blood Incompatibility,0.000,,3Q2021,2Q2023
100084,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.548,,3Q2021,2Q2023
100086,Foreign Object Retained After Surgery,0.000,,3Q2021,2Q2023
100086,Air Embolism,0.000,,3Q2021,2Q2023
100086,Blood Incompatibility,0.000,,3Q2021,2Q2023
100086,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",1.037,,3Q2021,2Q2023
100087,Foreign Object Retained After Surgery,0.030,,3Q2021,2Q2023
100087,Air Embolism,0.000,,3Q2021,2Q2023
100087,Blood Incompatibility,0.000,,3Q2021,2Q2023
100087,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.476,,3Q2021,2Q2023
100088,Foreign Object Retained After Surgery,0.000,,3Q2021,2Q2023
100088,Air Embolism,0.000,,3Q2021,2Q2023
100088,Blood Incompatibility,0.000,,3Q2021,2Q2023
100088,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.291,,3Q2021,2Q2023
100090,Foreign Object Retained After Surgery,0.000,,3Q2021,2Q2023
100090,Air Embolism,0.000,,3Q2021,2Q2023
100090,Blood Incompatibility,0.000,,3Q2021,2Q2023
100090,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.952,,3Q2021,2Q2023
100092,Foreign Object Retained After Surgery,0.000,,3Q2021,2Q2023
100092,Air Embolism,0.000,,3Q2021,2Q2023
100092,Blood Incompatibility,0.000,,3Q2021,2Q2023
100092,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.519,,3Q2021,2Q2023
100093,Foreign Object Retained After Surgery,0.000,,3Q2021,2Q2023
100093,Air Embolism,0.000,,3Q2021,2Q2023
100093,Blood Incompatibility,0.000,,3Q2021,2Q2023
100093,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.753,,3Q2021,2Q2023
100099,Foreign Object Retained After Surgery,0.000,,3Q2021,2Q2023
100099,Air Embolism,0.000,,3Q2021,2Q2023
100099,Blood Incompatibility,0.000,,3Q2021,2Q2023
100099,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",2.011,,3Q2021,2Q2023
100105,Foreign Object Retained After Surgery,0.000,,3Q2021,2Q2023
100105,Air Embolism,0.000,,3Q2021,2Q2023
100105,Blood Incompatibility,0.000,,3Q2021,2Q2023
100105,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.351,,3Q2021,2Q2023
100107,Foreign Object Retained After Surgery,0.000,,3Q2021,2Q2023
100107,Air Embolism,0.000,,3Q2021,2Q2023
100107,Blood Incompatibility,0.000,,3Q2021,2Q2023
100107,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.000,,3Q2021,2Q2023
100109,Foreign Object Retained After Surgery,0.000,,3Q2021,2Q2023
100109,Air Embolism,0.000,,3Q2021,2Q2023
100109,Blood Incompatibility,0.000,,3Q2021,2Q2023
100109,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.431,,3Q2021,2Q2023
100110,Foreign Object Retained After Surgery,0.000,,3Q2021,2Q2023
100110,Air Embolism,0.000,,3Q2021,2Q2023
100110,Blood Incompatibility,0.000,,3Q2021,2Q2023
100110,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.192,,3Q2021,2Q2023
100113,Foreign Object Retained After Surgery,0.000,,3Q2021,2Q2023
100113,Air Embolism,0.053,,3Q2021,2Q2023
100113,Blood Incompatibility,0.000,,3Q2021,2Q2023
100113,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.317,,3Q2021,2Q2023
100117,Foreign Object Retained After Surgery,0.000,,3Q2021,2Q2023
100117,Air Embolism,0.000,,3Q2021,2Q2023
100117,Blood Incompatibility,0.000,,3Q2021,2Q2023
100117,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.000,,3Q2021,2Q2023
100118,Foreign Object Retained After Surgery,0.000,,3Q2021,2Q2023
100118,Air Embolism,0.000,,3Q2021,2Q2023
100118,Blood Incompatibility,0.000,,3Q2021,2Q2023
100118,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",1.097,,3Q2021,2Q2023
100121,Foreign Object Retained After Surgery,0.000,,3Q2021,2Q2023
100121,Air Embolism,0.000,,3Q2021,2Q2023
100121,Blood Incompatibility,0.000,,3Q2021,2Q2023
100121,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.000,,3Q2021,2Q2023
100122,Foreign Object Retained After Surgery,0.000,,3Q2021,2Q2023
100122,Air Embolism,0.000,,3Q2021,2Q2023
100122,Blood Incompatibility,0.000,,3Q2021,2Q2023
100122,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.585,,3Q2021,2Q2023
100124,Foreign Object Retained After Surgery,0.000,,3Q2021,2Q2023
100124,Air Embolism,0.000,,3Q2021,2Q2023
100124,Blood Incompatibility,0.000,,3Q2021,2Q2023
100124,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.885,,3Q2021,2Q2023
100125,Foreign Object Retained After Surgery,0.000,,3Q2021,2Q2023
100125,Air Embolism,0.000,,3Q2021,2Q2023
100125,Blood Incompatibility,0.000,,3Q2021,2Q2023
100125,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.000,,3Q2021,2Q2023
100126,Foreign Object Retained After Surgery,0.000,,3Q2021,2Q2023
100126,Air Embolism,0.000,,3Q2021,2Q2023
100126,Blood Incompatibility,0.000,,3Q2021,2Q2023
100126,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.353,,3Q2021,2Q2023
100127,Foreign Object Retained After Surgery,0.000,,3Q2021,2Q2023
100127,Air Embolism,0.000,,3Q2021,2Q2023
100127,Blood Incompatibility,0.000,,3Q2021,2Q2023
100127,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.072,,3Q2021,2Q2023
100128,Foreign Object Retained After Surgery,0.000,,3Q2021,2Q2023
100128,Air Embolism,0.000,,3Q2021,2Q2023
100128,Blood Incompatibility,0.000,,3Q2021,2Q2023
100128,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.772,,3Q2021,2Q2023
100130,Foreign Object Retained After Surgery,0.000,,3Q2021,2Q2023
100130,Air Embolism,0.000,,3Q2021,2Q2023
100130,Blood Incompatibility,0.000,,3Q2021,2Q2023
100130,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.000,,3Q2021,2Q2023
100131,Foreign Object Retained After Surgery,0.000,,3Q2021,2Q2023
100131,Air Embolism,0.000,,3Q2021,2Q2023
100131,Blood Incompatibility,0.000,,3Q2021,2Q2023
100131,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.290,,3Q2021,2Q2023
100132,Foreign Object Retained After Surgery,0.000,,3Q2021,2Q2023
100132,Air Embolism,0.000,,3Q2021,2Q2023
100132,Blood Incompatibility,0.000,,3Q2021,2Q2023
100132,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.906,,3Q2021,2Q2023
100134,Foreign Object Retained After Surgery,0.000,,3Q2021,2Q2023
100134,Air Embolism,0.000,,3Q2021,2Q2023
100134,Blood Incompatibility,0.000,,3Q2021,2Q2023
100134,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.000,,3Q2021,2Q2023
100135,Foreign Object Retained After Surgery,0.000,,3Q2021,2Q2023
100135,Air Embolism,0.000,,3Q2021,2Q2023
100135,Blood Incompatibility,0.000,,3Q2021,2Q2023
100135,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.402,,3Q2021,2Q2023
100137,Foreign Object Retained After Surgery,0.000,,3Q2021,2Q2023
100137,Air Embolism,0.000,,3Q2021,2Q2023
100137,Blood Incompatibility,0.000,,3Q2021,2Q2023
100137,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.000,,3Q2021,2Q2023
100140,Foreign Object Retained After Surgery,0.000,,3Q2021,2Q2023
100140,Air Embolism,0.000,,3Q2021,2Q2023
100140,Blood Incompatibility,0.000,,3Q2021,2Q2023
100140,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.000,,3Q2021,2Q2023
100142,Foreign Object Retained After Surgery,0.000,,3Q2021,2Q2023
100142,Air Embolism,0.000,,3Q2021,2Q2023
100142,Blood Incompatibility,0.000,,3Q2021,2Q2023
100142,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",1.291,,3Q2021,2Q2023
100150,Foreign Object Retained After Surgery,0.000,,3Q2021,2Q2023
100150,Air Embolism,0.000,,3Q2021,2Q2023
100150,Blood Incompatibility,0.000,,3Q2021,2Q2023
100150,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.000,,3Q2021,2Q2023
100151,Foreign Object Retained After Surgery,0.000,,3Q2021,2Q2023
100151,Air Embolism,0.000,,3Q2021,2Q2023
100151,Blood Incompatibility,0.060,,3Q2021,2Q2023
100151,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.300,,3Q2021,2Q2023
100154,Foreign Object Retained After Surgery,0.000,,3Q2021,2Q2023
100154,Air Embolism,0.000,,3Q2021,2Q2023
100154,Blood Incompatibility,0.000,,3Q2021,2Q2023
100154,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.209,,3Q2021,2Q2023
100156,Foreign Object Retained After Surgery,0.000,,3Q2021,2Q2023
100156,Air Embolism,0.000,,3Q2021,2Q2023
100156,Blood Incompatibility,0.000,,3Q2021,2Q2023
100156,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.378,,3Q2021,2Q2023
100157,Foreign Object Retained After Surgery,0.000,,3Q2021,2Q2023
100157,Air Embolism,0.000,,3Q2021,2Q2023
100157,Blood Incompatibility,0.000,,3Q2021,2Q2023
100157,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.687,,3Q2021,2Q2023
100161,Foreign Object Retained After Surgery,0.000,,3Q2021,2Q2023
100161,Air Embolism,0.000,,3Q2021,2Q2023
100161,Blood Incompatibility,0.000,,3Q2021,2Q2023
100161,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.275,,3Q2021,2Q2023
100166,Foreign Object Retained After Surgery,0.000,,3Q2021,2Q2023
100166,Air Embolism,0.000,,3Q2021,2Q2023
100166,Blood Incompatibility,0.000,,3Q2021,2Q2023
100166,"Falls and Trauma (Includes fractures, dislocations, intracranial injuries, crushing injuries, burns, other injuries)",0.000,,3Q2021,2Q2023
100167,Foreign Object Retained After Surgery,0.000,,3Q2021,2Q2023
