"ENROLLMENT ID","ADDRESS LINE 1","ADDRESS LINE 2","CITY","STATE","ZIP CODE","PRACTICE LOCATION TYPE","LOCATION OTHER TYPE TEXT"
O20031023000018,916 ST PETER AVE E,,DELANO,MN,553282813,OTHER HOSPITAL PRACTICE LOCATION,
O20031024000017,6069 S SOUTHLANDS PKWY,,AURORA,CO,800165316,OTHER HOSPITAL PRACTICE LOCATION,OFF-CAMPUS DEPT REHAB SOUTHLANDS
O20031024000017,6069 S SOUTHLANDS PKWY,STE 100,AURORA,CO,800165316,OTHER HOSPITAL PRACTICE LOCATION,OFFCAMPUS DEPT IMAGING SOUTHLANDS
O20031024000017,6159 S SOUTHLANDS PKWY,,AURORA,CO,800165317,OTHER HOSPITAL PRACTICE LOCATION,EMERGENCY DEPT - PROVIDER BASED OFFSITE
O20031024000017,9397 CROWN CREST BLVD,STE 250,PARKER,CO,801388575,OTHER HOSPITAL PRACTICE LOCATION,ON CAMPUS BARIATRIC PARKER
O20031024000017,9399 CROWN CREST BLVD,STE 105,PARKER,CO,801388507,OTHER HOSPITAL PRACTICE LOCATION,ON CAMPUS REHAB PARKER
O20031024000017,9399 CROWN CREST BLVD,STE 430,PARKER,CO,801388527,OTHER HOSPITAL PRACTICE LOCATION,ON CAMPUS WOUND CARE
O20031024000017,9403 CROWN CREST BLVD,STE 120,PARKER,CO,801388882,OTHER HOSPITAL PRACTICE LOCATION,ON CAMPUS IMAGING
O20031024000042,4650 JEFFERSON LN NE,,ALBUQUERQUE,NM,871092127,OTHER HOSPITAL PRACTICE LOCATION,
O20031024000042,502 ELM ST NE,,ALBUQUERQUE,NM,871022512,OTHER HOSPITAL PRACTICE LOCATION,HOPD
O20031024000042,"502 ELM ST NE, STE 300",,ALBUQUERQUE,NM,871022512,OTHER HOSPITAL PRACTICE LOCATION,
O20031024000042,504 ELM ST NE,,ALBUQUERQUE,NM,871022512,OTHER HOSPITAL PRACTICE LOCATION,
O20031024000048,101 HOSPITAL LOOP NE,,ALBUQUERQUE,NM,871092129,OTHER HOSPITAL PRACTICE LOCATION,RADIOLOGY
O20031024000048,4705 MONTGOMERY BLVD NE,STE 101,ALBUQUERQUE,NM,871091246,OTHER HOSPITAL PRACTICE LOCATION,HOPD
O20031104000093,1012 E US HIGHWAY 80,STE E,FORNEY,TX,751266376,OPT EXTENSION SITE,
O20031104000093,1080 E LENNON DR,STE 1,EMORY,TX,754403214,OTHER HOSPITAL PRACTICE LOCATION,URGENT CARE
O20031104000093,1080 E LENNON DR,STE 2,EMORY,TX,754403214,OTHER HOSPITAL PRACTICE LOCATION,OUTPATIENT IMAGING AND LAB
O20031104000093,1704 LIVE OAK ST,,COMMERCE,TX,754282552,OTHER HOSPITAL PRACTICE LOCATION,URGENT CARE
O20031104000093,2800 STATE HIGHWAY 24,STE A,COMMERCE,TX,754282017,OTHER HOSPITAL PRACTICE LOCATION,603 EXCEPTION
O20031104000093,2800 STATE HIGHWAY 24,STE B,COMMERCE,TX,754282017,OTHER HOSPITAL PRACTICE LOCATION,LABORATORY DEPARTMENT
O20031104000093,2800 STATE HIGHWAY 24,STE C,COMMERCE,TX,754282017,OTHER HOSPITAL PRACTICE LOCATION,URGENT CARE
O20031104000093,2800 STATE HIGHWAY 24,STE D,COMMERCE,TX,754282017,OPT EXTENSION SITE,
O20031104000093,2904 STERLING HART DR,,COMMERCE,TX,754283912,OTHER HOSPITAL PRACTICE LOCATION,OUTPATIENT BEHAVIOR HEALTH
O20031104000093,3003 JOE RAMSEY BLVD E,STE A,GREENVILLE,TX,754017775,OTHER HOSPITAL PRACTICE LOCATION,IMAGING CENTER
O20031104000093,301B S VIRGINIA ST,,TERRELL,TX,751603717,OPT EXTENSION SITE,
O20031104000093,3206 I 30 WEST,STE B,GREENVILLE,TX,754027200,OTHER HOSPITAL PRACTICE LOCATION,URGENT CARE
O20031104000093,4001 RIDGECREST RD,,GREENVILLE,TX,754026143,OPT EXTENSION SITE,
O20031104000093,4215 JOE RAMSEY BLVD E,STE E,GREENVILLE,TX,754017852,OPT EXTENSION SITE,
O20031104000093,4215 JOE RAMSEY BLVD E,SUITE 105,GREENVILLE,TX,754017852,OTHER HOSPITAL PRACTICE LOCATION,INFUSION CENTER
O20031104000093,4501 JOE RAMSEY BLVD E,STE 100,GREENVILLE,TX,754017843,OTHER HOSPITAL PRACTICE LOCATION,FAMILY MEDICINE
O20031104000093,4818 WELLINGTON ST,STE 1,GREENVILLE,TX,754026010,OTHER HOSPITAL PRACTICE LOCATION,PEDIATRIC CLINIC
O20031104000093,5000 E INTERSTATE 30,STE 120,FATE,TX,751898848,OTHER HOSPITAL PRACTICE LOCATION,URGENT CARE
O20031104000093,5101 WELLINGTON ST,STE A,GREENVILLE,TX,754026012,OTHER HOSPITAL PRACTICE LOCATION,SPECIALIST CLINIC
O20031104000093,5101 WELLINGTON ST,STE B,GREENVILLE,TX,754026012,OPT EXTENSION SITE,
O20031104000093,5101 WELLINGTON ST,STE C,GREENVILLE,TX,754026012,OTHER HOSPITAL PRACTICE LOCATION,PEDIATRIC CLINIC
O20031104000093,5101 WELLINGTON ST,STE D,GREENVILLE,TX,754026012,OTHER HOSPITAL PRACTICE LOCATION,INFUSION CENTER
O20031104000093,576 W INTERSTATE 30,,ROYSE CITY,TX,751897538,OTHER HOSPITAL PRACTICE LOCATION,URGENT CARE
O20031104000093,616 E LAMAR ST,,ROYSE CITY,TX,751893900,OTHER HOSPITAL PRACTICE LOCATION,FAMILY MEDICINE
O20031104000093,6257 FM 2642 BLVD,STE 101,ROYSE CITY,TX,751893225,OTHER HOSPITAL PRACTICE LOCATION,IMAGING CENTER
O20031104000093,738 E QUINLAN PKWY,STE A,QUINLAN,TX,754748640,OTHER HOSPITAL PRACTICE LOCATION,LABORATORY DEPARTMENT
O20031104000093,738 E QUINLAN PKWY,STE B,QUINLAN,TX,754748640,OTHER HOSPITAL PRACTICE LOCATION,EMERGENCY DEPARTMENT
O20031104000093,810 E RALPH HALL PKWY,STE 100,ROCKWALL,TX,750326879,OTHER HOSPITAL PRACTICE LOCATION,URGENT CARE
O20031104000093,8301 LAKEVIEW PKWY,STE 107,ROWLETT,TX,750881220,OPT EXTENSION SITE,
O20031104000093,8885 HIGHWAY 34 S,STE B,QUINLAN,TX,754749434,OPT EXTENSION SITE,
O20031104000093,909 ROCKWALL PKWY,,ROCKWALL,TX,750326502,OTHER HOSPITAL PRACTICE LOCATION,IMAGING CENTER
O20031104000093,930 W RALPH HALL PKWY,STE 120,ROCKWALL,TX,750326664,OPT EXTENSION SITE,
O20031106000095,1038 TEXAS YES BLVD,,ROBSTOWN,TX,783806142,OTHER HOSPITAL PRACTICE LOCATION,
O20031106000095,1415 SANTA FE ST,,CORPUS CHRISTI,TX,784042105,OTHER HOSPITAL PRACTICE LOCATION,
O20031106000095,2606 HOSPITAL BLVD,STE C,CORPUS CHRISTI,TX,784051804,OTHER HOSPITAL PRACTICE LOCATION,HOPD-OFF CAMPUS
O20031106000095,2606 HOSPITAL BLVD,STE D,CORPUS CHRISTI,TX,784051804,OTHER HOSPITAL PRACTICE LOCATION,HOPD-OFF CAMPUS
O20031106000095,2606 HOSPITAL BLVD,STE E,CORPUS CHRISTI,TX,784051804,OTHER HOSPITAL PRACTICE LOCATION,HOPD-OFF CAMPUS
O20031106000095,2606 HOSPITAL BLVD,STE F,CORPUS CHRISTI,TX,784051804,OTHER HOSPITAL PRACTICE LOCATION,HOPD-OFF CAMPUS
O20031106000095,4617 GREENWOOD DR,,CORPUS CHRISTI,TX,784161742,OTHER HOSPITAL PRACTICE LOCATION,
O20031106000095,5950 SARATOGA BLVD,,CORPUS CHRISTI,TX,784144100,OTHER HOSPITAL PRACTICE LOCATION,REMOTE HOSPITAL LOCATION
O20031106000095,601 N 19TH ST,,CORPUS CHRISTI,TX,784084058,OTHER HOSPITAL PRACTICE LOCATION,HOSPITAL OUTPATIENT DEPARTMENT
O20031106000095,613 ELIZABETH ST,STE 804,CORPUS CHRISTI,TX,784042231,OTHER HOSPITAL PRACTICE LOCATION,HOPD-ON CAMPUS
O20031106000095,6130 PARKWAY DR,,CORPUS CHRISTI,TX,784142455,OTHER HOSPITAL PRACTICE LOCATION,REMOTE HOSPITAL LOCATION
O20031106000095,6130 PARKWAY DR,BLDG 2,CORPUS CHRISTI,TX,784142455,OTHER HOSPITAL PRACTICE LOCATION,HOPD-ON CAMPUS OF REMOTE
O20031106000262,102 ELTON HILLS DR NW,,ROCHESTER,MN,559013562,OTHER HOSPITAL PRACTICE LOCATION,
O20031106000262,111 COUNTY ROAD 11 NW,,PINE ISLAND,MN,559639756,OTHER HOSPITAL PRACTICE LOCATION,
O20031106000262,132 17TH AVE NW,SUITE 132,ROCHESTER,MN,559010321,OTHER HOSPITAL PRACTICE LOCATION,PROVIDER BASED CLINIC
O20031106000262,20 2ND AVE NE,,PLAINVIEW,MN,559641497,OTHER HOSPITAL PRACTICE LOCATION,
O20031106000262,207 TWIFORD ST SW,,CHATFIELD,MN,559231235,OTHER HOSPITAL PRACTICE LOCATION,
O20031106000262,208 CENTER TOWN PLZ N,,STEWARTVILLE,MN,559761245,OTHER HOSPITAL PRACTICE LOCATION,
O20031106000262,210 9TH ST SE,,ROCHESTER,MN,559046756,OTHER HOSPITAL PRACTICE LOCATION,
O20031106000262,217 MAIN ST,STE B,WANAMINGO,MN,559833848,OTHER HOSPITAL PRACTICE LOCATION,
O20031106000262,318 1ST AVE SW,STE 203,ROCHESTER,MN,559023625,OTHER HOSPITAL PRACTICE LOCATION,
O20031106000262,403 W 4TH ST,,SAINT CHARLES,MN,559722127,OTHER HOSPITAL PRACTICE LOCATION,
O20031106000262,405 KANSAS ST NW,,PRESTON,MN,559658904,OTHER HOSPITAL PRACTICE LOCATION,
O20031106000262,4303 HIGHWAY 52 N,,ROCHESTER,MN,559014154,OTHER HOSPITAL PRACTICE LOCATION,
O20031106000262,5067 55TH ST NW,,ROCHESTER,MN,559013809,OTHER HOSPITAL PRACTICE LOCATION,
O20031106000262,5155 55TH ST NW,,ROCHESTER,MN,559013855,OTHER HOSPITAL PRACTICE LOCATION,
O20031106000262,802 MEMORIAL DR,,SPRING VALLEY,MN,559751024,OTHER HOSPITAL PRACTICE LOCATION,
O20031106000262,846 HIGH POINT DR NE,,BYRON,MN,559204408,OTHER HOSPITAL PRACTICE LOCATION,PROVIDER BASED CLINIC
O20031106000604,2516 TROY DR,,WILMINGTON,NC,284017661,OTHER HOSPITAL PRACTICE LOCATION,PSYCHIATRIC HOSPITAL
O20031106000604,820 REFLECTION LOOP,,WILMINGTON,NC,284124507,OTHER HOSPITAL PRACTICE LOCATION,
O20031106000808,17198 ST. LUKES WAY STE 250,,THE WOODLANDS,TX,773844167,OTHER HOSPITAL PRACTICE LOCATION,OUTPATIENT HOSPITAL DEPARTMENT
O20031106000808,17350 ST LUKES WAY,STE 360,THE WOODLANDS,TX,773844167,OTHER HOSPITAL PRACTICE LOCATION,HOSPITAL OUTPATIENT DEPARTMENT
O20031106000808,17350 ST LUKES WAY 460,,THE WOODLANDS,TX,773844167,OTHER HOSPITAL PRACTICE LOCATION,
O20031106000808,17450 ST LUKES WAY,STE 200,THE WOODLANDS,TX,773842002,OTHER HOSPITAL PRACTICE LOCATION,HOSPITAL BASED DEPARTMENT
O20031106000808,17450 ST LUKES WAY,STE 350 AND 180,THE WOODLANDS,TX,773844167,OTHER HOSPITAL PRACTICE LOCATION,HOSPITAL OUTPATIENT DEPARTMENT
O20031106000808,17450 ST LUKES WAY 360,,THE WOODLANDS,TX,773848046,OTHER HOSPITAL PRACTICE LOCATION,HOSPITAL BASED DEPARTMENT
O20031106000808,17521 ST LUKES WAY,STE 100,THE WOODLANDS,TX,773848041,OTHER HOSPITAL PRACTICE LOCATION,OUTPATIENT HOSPITAL DEPARTMENT
O20031106000808,2255 E MOSSY OAKS RD,STE 310,SPRING,TX,773891812,OTHER HOSPITAL PRACTICE LOCATION,
O20031106000808,2255 MOSSY OAKS RD E,,SPRING,TX,773891768,OTHER HOSPITAL PRACTICE LOCATION,REMOTE LOCATION
O20031106000808,540 INTERSTATE 45 S,STE E,HUNTSVILLE,TX,773405721,OTHER HOSPITAL PRACTICE LOCATION,EMERGENCY DEPARTMENT
O20031107000163,27 FRANKLIN ST,,SPRINGVILLE,NY,141411375,OTHER HOSPITAL PRACTICE LOCATION,
O20031107000163,3669 SOUTHWESTERN BLVD,,ORCHARD PARK,NY,141271732,OTHER HOSPITAL PRACTICE LOCATION,
O20031107000163,515 ABBOTT RD,,BUFFALO,NY,142201700,OTHER HOSPITAL PRACTICE LOCATION,
O20031107000163,55 MELROY AVE,,LACKAWANNA,NY,142181658,OTHER HOSPITAL PRACTICE LOCATION,
O20031107000163,550 ORCHARD PARK RD,,WEST SENECA,NY,142242646,OTHER HOSPITAL PRACTICE LOCATION,
O20031107000163,94 OLEAN ST,,EAST AURORA,NY,140522531,OTHER HOSPITAL PRACTICE LOCATION,
O20031107000182,2780 DELAWARE AVE,,KENMORE,NY,142172748,OTHER HOSPITAL PRACTICE LOCATION,BLOOD DRAW LAB
O20031107000182,2914 ELMWOOD AVE,,KENMORE,NY,142171332,OTHER HOSPITAL PRACTICE LOCATION,BLOOD DRAW LAB
O20031107000200,1405 SYCAMORE ST,,BUFFALO,NY,142113337,OTHER HOSPITAL PRACTICE LOCATION,
O20031107000200,1500 BROADWAY ST,,BUFFALO,NY,142121845,OPT EXTENSION SITE,
O20031107000200,158 HOLDEN ST,,BUFFALO,NY,142142226,OPT EXTENSION SITE,
O20031107000200,1900 RIDGE RD,STE 101,WEST SENECA,NY,142243332,OTHER HOSPITAL PRACTICE LOCATION,BLOOD DRAW LAB
O20031107000200,20 LOSSON RD,,CHEEKTOWAGA,NY,142272394,OTHER HOSPITAL PRACTICE LOCATION,BLOOD DRAW LAB
O20031107000200,210 JOHN GLENN DR,,AMHERST,NY,142282213,OTHER HOSPITAL PRACTICE LOCATION,EXTENSION CLINIC
O20031107000200,2121 MAIN ST,,BUFFALO,NY,142142693,OTHER HOSPITAL PRACTICE LOCATION,MULTI SPECIALTY
O20031107000200,2605 HARLEM RD,,CHEEKTOWAGA,NY,142254018,OTHER HOSPITAL PRACTICE LOCATION,REMOTE LOCATION CAMPUS
O20031107000200,2605 HARLEM RD,FL 5,CHEEKTOWAGA,NY,142254018,HOSPITAL REHABILITATION UNIT,
O20031107000200,2625 DELAWARE AVE,,BUFFALO,NY,142161705,OTHER HOSPITAL PRACTICE LOCATION,
O20031107000200,301 CONNECTICUT ST,,BUFFALO,NY,142132541,OTHER HOSPITAL PRACTICE LOCATION,BLOOD DRAW LAB
O20031107000200,3730 SHERIDAN DR,,AMHERST,NY,142261732,OTHER HOSPITAL PRACTICE LOCATION,
O20031107000200,397 LOUISIANA ST,,BUFFALO,NY,142042275,OPT EXTENSION SITE,
O20031107000200,430 SOUTHSIDE PKWY,,BUFFALO,NY,142102220,OTHER HOSPITAL PRACTICE LOCATION,
O20031107000200,435 E HENRIETTA RD,,ROCHESTER,NY,146204629,OPT EXTENSION SITE,
O20031107000200,4855 CAMP RD,,HAMBURG,NY,140752600,OTHER HOSPITAL PRACTICE LOCATION,BLOOD DRAW LAB
O20031107000200,489 HERTEL AVE,,BUFFALO,NY,142072303,OPT EXTENSION SITE,
O20031107000200,55 MELROY AVE,,LACKAWANNA,NY,142181658,OTHER HOSPITAL PRACTICE LOCATION,LONG TERM CARE
O20031107000200,5839 MAIN ST,,WILLIAMSVILLE,NY,142215798,OTHER HOSPITAL PRACTICE LOCATION,BLOOD DRAW LAB
O20031107000200,6199 TRANSIT RD,,DEPEW,NY,140431024,OPT EXTENSION SITE,
O20031107000200,7300 PORTER RD,,NIAGARA FALLS,NY,143045716,OTHER HOSPITAL PRACTICE LOCATION,BLOOD DRAW LAB
O20031110000405,375 SE NORTON LN,STE A,MCMINNVILLE,OR,971288484,OTHER HOSPITAL PRACTICE LOCATION,OTHER HEALTH CARE FACILITY
O20031110000487,18057 HIGHWAY 105 W,STE 250,MONTGOMERY,TX,773565985,OTHER HOSPITAL PRACTICE LOCATION,OP HOSPITAL DEPARTMENT
O20031110000487,500 MEDICAL CENTER BLVD,STE 175,CONROE,TX,773042899,OTHER HOSPITAL PRACTICE LOCATION,
O20031110000487,500 MEDICAL CENTER BLVD,STE 330,CONROE,TX,773042800,OTHER HOSPITAL PRACTICE LOCATION,ON CAMPUS PRACTICE LOCATIONS
O20031110000569,10 MEDICAL CENTER BLVD,,LUFKIN,TX,759043173,,OUTPATIENT SLEEP LAB
O20031110000569,117 GASLIGHT MEDICAL PKWY,,LUFKIN,TX,759043150,,AMBULATORY SURGERY CENTER
O20031110000569,125 GASLIGHT MEDICAL PKWY,,LUFKIN,TX,759043150,,IMAGING CENTER
O20031110000569,521 N BRENTWOOD,,LUFKIN,TX,759047124,OTHER HOSPITAL PRACTICE LOCATION,OUTPATIENT REHAB CENTER
O20031110000640,101 E RIDGE RD,STE B,MCALLEN,TX,785031848,OTHER HOSPITAL PRACTICE LOCATION,1-ON CAMPUS
O20031110000640,102 W GRIFFIN PKWY,,MISSION,TX,785722336,OTHER HOSPITAL PRACTICE LOCATION,3-OFF CAMPUS EMERGENCY DEPT
O20031110000640,1809 SOUTH CYNTHIA STREET,,MCALLEN,TX,785031111,OTHER HOSPITAL PRACTICE LOCATION,1-ON CAMPUS
O20031110000640,200 E INTERSTATE 2,,SAN JUAN,TX,785894501,OTHER HOSPITAL PRACTICE LOCATION,3-OFF CAMPUS EMERGENCY DEPT
O20031110000640,222 E RIDGE RD,STE 207,MCALLEN,TX,785031251,OTHER HOSPITAL PRACTICE LOCATION,1-ON CAMPUS
O20031110000640,222 EAST RIDGE ROAD,STE 101,MCALLEN,TX,785011251,OTHER HOSPITAL PRACTICE LOCATION,: 1-ON CAMPUS
O20031110000640,222 EAST RIDGE ROAD,STE 104,MCALLEN,TX,785011251,OTHER HOSPITAL PRACTICE LOCATION,1-ON CAMPUS
O20031110000640,2502 E. RICHARDSON RD,,EDINBURG,TX,785410415,OTHER HOSPITAL PRACTICE LOCATION,OFF CAMPUS DEPARTMENT
O20031110000640,2744 W UNIVERSITY DRIVE,,EDINBURG,TX,785392835,OTHER HOSPITAL PRACTICE LOCATION,3-OFF CAMPUS EMERGENCY DEPT
O20031110000640,427 E. DURANTA,SUITE 108,ALAMO,TX,785163409,OTHER HOSPITAL PRACTICE LOCATION,OFF-CAMPUS DEPARTMENT
O20031110000640,5018 N. 10TH ST,,MCALLEN,TX,785032832,OTHER HOSPITAL PRACTICE LOCATION,OFF-CAMPUS DEPARTMENT
O20031110000640,5100 W EXPRESSWAY 83,,MCALLEN,TX,785013048,OTHER HOSPITAL PRACTICE LOCATION,3-OFF CAMPUS EMERGENCY DEPT
O20031110000640,707 W INTERSTATE 2,UNIT 600,SAN JUAN,TX,785890080,OTHER HOSPITAL PRACTICE LOCATION,OFF-CAMPUS DEPARTMENT
O20031110000640,901 SOUTH 10TH STREET,STE 340,MCALLEN,TX,785035066,OTHER HOSPITAL PRACTICE LOCATION,OFF-CAMPUS DEPARTMENT
O20031110000710,101 RIM RD,STE 200,EL PASO,TX,799023673,OTHER HOSPITAL PRACTICE LOCATION,1-ON CAMPUS
O20031110000710,10175 GATEWAY BLVD W,STE 130,EL PASO,TX,799257618,OTHER HOSPITAL PRACTICE LOCATION,2-REMOTE LOCATION
O20031110000710,10301 GATEWAY BLVD W,,EL PASO,TX,799257701,OTHER HOSPITAL PRACTICE LOCATION,2-REMOTE LOCATION
O20031110000710,10525 VISTA DEL SOL DR,STE 110,EL PASO,TX,799257932,OTHER HOSPITAL PRACTICE LOCATION,OFF-CAMPUS DEPARTMENT
O20031110000710,13401 GATEWAY BLVD W,,EL PASO,TX,799285409,OTHER HOSPITAL PRACTICE LOCATION,3-OFF CAMPUS EMERGENCY DEPARTMENT
O20031110000710,1535 N RESLER DR,,EL PASO,TX,799128002,OTHER HOSPITAL PRACTICE LOCATION,3-OFF CAMPUS EMERGENCY DEPARTMENT
O20031110000710,1700 N OREGON ST,STE 680,EL PASO,TX,799023577,OTHER HOSPITAL PRACTICE LOCATION,1-ON CAMPUS
O20031110000710,1700 N OREGON ST,STE G40,EL PASO,TX,799023573,OTHER HOSPITAL PRACTICE LOCATION,1-ON CAMPUS
O20031110000710,1951 N ZARAGOZA RD,,EL PASO,TX,799387914,OTHER HOSPITAL PRACTICE LOCATION,3-OFF CAMPUS EMERGENCY DEPARTMENT
O20031110000710,4301 N MESA ST,STE 102,EL PASO,TX,799021118,OTHER HOSPITAL PRACTICE LOCATION,OFF-CAMPUS DEPARTMENT
O20031110000710,4740 LOMA DEL SUR DR,,EL PASO,TX,799343597,OTHER HOSPITAL PRACTICE LOCATION,3-OFF CAMPUS EMERGENCY DEPT
O20031110000710,7814 GATEWAY BLVD E,STE B,EL PASO,TX,799151815,OTHER HOSPITAL PRACTICE LOCATION,OFF-CAMPUS DEPARTMENT
O20031111000441,1407 WATER ST,,KERRVILLE,TX,780283547,HOSPITAL REHABILITATION UNIT,
O20031111000441,1740 JUNCTION HWY,PETERSON REGIONAL MEDICAL CENTER,KERRVILLE,TX,780289401,OTHER HOSPITAL PRACTICE LOCATION,
O20031111000441,203 US HIGHWAY 87,STE 206,COMFORT,TX,780133746,HOSPITAL REHABILITATION UNIT,
O20031111000441,250 CULLY DR,,KERRVILLE,TX,780285950,HOSPITAL REHABILITATION UNIT,
O20031111000441,260 CULLY DRIVE,PETERSON REGIONAL AMBULATORY CARE CENTER,KERRVILLE,TX,780285950,OTHER HOSPITAL PRACTICE LOCATION,
O20031111000441,535 HILL COUNTRY DRIVE,STE. 100,KERRVILLE,TX,780286085,OTHER HOSPITAL PRACTICE LOCATION,OP SURGERY CENTER
O20031111000441,575 HILL COUNTRY DR,,KERRVILLE,TX,780286024,HOSPITAL REHABILITATION UNIT,
O20031111000665,1122 W HIGHWAY 61,,WINONA,MN,559871957,OTHER HOSPITAL PRACTICE LOCATION,OSC OUTPATIENT SURGICAL CENTER
O20031111000665,123 16TH AVE S,,ONALASKA,WI,546503109,OTHER HOSPITAL PRACTICE LOCATION,
O20031111000665,1836 SOUTH AVE,,LA CROSSE,WI,546015429,OTHER HOSPITAL PRACTICE LOCATION,
O20031111000665,1900 SOUTH AVE,,LA CROSSE,WI,546015467,OTHER HOSPITAL PRACTICE LOCATION,
O20031111000665,3111 GUNDERSEN DR,,ONALASKA,WI,546508447,OTHER HOSPITAL PRACTICE LOCATION,
O20031111000665,710 DENTON ST,,LA CROSSE,WI,546015447,OTHER HOSPITAL PRACTICE LOCATION,
O20031111000665,724 DENTON ST,,LA CROSSE,WI,546015447,OTHER HOSPITAL PRACTICE LOCATION,
O20031111000665,UNITY HOUSE FOR MEN,1918-1924 MILLER STREET,LA CROSSE,WI,546015245,OTHER HOSPITAL PRACTICE LOCATION,
O20031111000665,UNITY HOUSE FOR WOMEN,1312 5TH AVE. S,LA CROSSE,WI,546015304,OTHER HOSPITAL PRACTICE LOCATION,
O20031112000479,1103 E HOUSTON ST,,CLEVELAND,TX,773274670,OTHER HOSPITAL PRACTICE LOCATION,3-OFF CAMPUS EMERGENCY ROOM
O20031112000479,21208 NORTHWEST FWY,STE 105,CYPRESS,TX,774295975,OTHER HOSPITAL PRACTICE LOCATION,2- REMOTE LOCATION
O20031112000479,21212 NORTHWEST FWY,STE 101,CYPRESS,TX,774295972,OTHER HOSPITAL PRACTICE LOCATION,2-REMOTE LOCATION
O20031112000479,21212 NORTHWEST FWY,STE 105,CYPRESS,TX,774295972,OTHER HOSPITAL PRACTICE LOCATION,2-REMOTE LOCATION
O20031112000479,21212 NORTHWEST FWY,STE 125,CYPRESS,TX,774295972,OTHER HOSPITAL PRACTICE LOCATION,2- REMOTE LOCATION
O20031112000479,21212 NORTHWEST FWY,STE 135,CYPRESS,TX,774295972,OTHER HOSPITAL PRACTICE LOCATION,2- REMOTE LOCATION
O20031112000479,21214 NORTHWEST FWY,,CYPRESS,TX,774293373,OTHER HOSPITAL PRACTICE LOCATION,2- REMOTE LOCATION
O20031112000479,21216 NORTHWEST FWY,STE 110,CYPRESS,TX,774294695,OTHER HOSPITAL PRACTICE LOCATION,2-REMOTE LOCATION
O20031112000479,21216 NORTHWEST FWY,STE 130,CYPRESS,TX,774294695,OTHER HOSPITAL PRACTICE LOCATION,2- REMOTE LOCATION
O20031112000479,21216 NORTHWEST FWY,STE 510,CYPRESS,TX,774294699,OTHER HOSPITAL PRACTICE LOCATION,2- REMOTE LOCATION
O20031112000479,21216 NORTHWEST FWY,STE 660,CYPRESS,TX,774294697,OTHER HOSPITAL PRACTICE LOCATION,2-REMOTE LOCATION
O20031112000479,22475 TOMBALL PKWY,,HOUSTON,TX,770701530,OTHER HOSPITAL PRACTICE LOCATION,3-OFF CAMPUS EMERGENCY ROOM
O20031112000479,22999 HIGHWAY 59 N,STE 240,KINGWOOD,TX,773394440,OTHER HOSPITAL PRACTICE LOCATION,1-ON CAMPUS
O20031112000479,26271 NORTHWEST FWY,,CYPRESS,TX,774291760,OTHER HOSPITAL PRACTICE LOCATION,3-OFF CAMPUS EMERGENCY ROOM
O20031112000479,5324 ATASCOCITA RD,STE T,HUMBLE,TX,773462971,OTHER HOSPITAL PRACTICE LOCATION,3-OFF CAMPUS EMERGENCY ROOM
O20031112000479,5835 HIGHWAY 6 N,,HOUSTON,TX,770841833,OTHER HOSPITAL PRACTICE LOCATION,3-OFF CAMPUS EMERGENCY ROOM
O20031112000479,9645 BARKER CYPRESS RD,,CYPRESS,TX,774335291,OTHER HOSPITAL PRACTICE LOCATION,3-OFF CAMPUS EMERGENCY ROOM
O20031112000479,9645 BARKER CYPRESS RD,STE 200A,CYPRESS,TX,774335292,OTHER HOSPITAL PRACTICE LOCATION,7-OFF CAMPUS DEPARTMENT
O20031112000479,9711 NORTH SAM HOUSTON PARKWAY EAST,,HUMBLE,TX,773964482,OTHER HOSPITAL PRACTICE LOCATION,3-OFF CAMPUS EMERGENCY ROOM
O20031113000412,4820 COLLEGE BLVD,,OVERLAND PARK,KS,662111601,OTHER HOSPITAL PRACTICE LOCATION,PROVIDER BASED SLEEP CENTER
O20031114000562,1301 CARLISLE ST,,NATRONA HEIGHTS,PA,150651152,OTHER HOSPITAL PRACTICE LOCATION,SATELLITE HOSPITAL
O20031117000168,3223 N WEBB RD,STE 3,WICHITA,KS,672268176,OTHER HOSPITAL PRACTICE LOCATION,CLINIC
O20031117000573,1811 PLAZA DRIVE,,HIGHLANDS RANCH,CO,801292450,OTHER HOSPITAL PRACTICE LOCATION,REMOTE HOSPITAL LOCATION
O20031117000573,1830 N FRANKLIN ST,STE 100,DENVER,CO,802181128,OTHER HOSPITAL PRACTICE LOCATION,EXCEPTED OFF-CAMPUS PROVIDER-BASED
O20031117000573,1830 N FRANKLIN ST,STE 150,DENVER,CO,802181128,OTHER HOSPITAL PRACTICE LOCATION,EXCEPTED OFF-CAMPUS PROVIDER-BASED
O20031117000573,23770 E SMOKY HILL RD,,AURORA,CO,800163089,OTHER HOSPITAL PRACTICE LOCATION,EXCEPTED PROVIDER-BASED
O20031117000573,3455 LUTHERAN PKWY,STE 230,WHEAT RIDGE,CO,800336029,OTHER HOSPITAL PRACTICE LOCATION,EXCEPTED OFF-CAMPUS PROVIDER-BASED
O20031117000573,3615 MARTIN LUTHER KING BOULEVARD,,DENVER,CO,802054976,OTHER HOSPITAL PRACTICE LOCATION,EXCEPTED OFF-CAMPUS PROVIDER-BASED
O20031117000573,469 STATE HIGHWAY 7,,BROOMFIELD,CO,800238965,OTHER HOSPITAL PRACTICE LOCATION,
